Id,ActivityDate,TotalSteps,TotalDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,PercentLightDistance,PercentModerateDistance,PercentVeryActiveDistance,TotalActiveMins,PercentLightlyActiveMins,PercentVeryActiveMins
2026352035,4/21/2016,2467,1.53,0,0.00,0.00,1.53,0,0,153,749,1370,100.00,0.00,0.00,153,100.00,0.00
2026352035,4/22/2016,2915,1.81,0,0.00,0.00,1.81,0,0,162,712,1399,100.00,0.00,0.00,162,100.00,0.00
2026352035,4/23/2016,12357,7.71,0,0.00,0.00,7.71,0,0,432,458,1916,100.00,0.00,0.00,432,100.00,0.00
2026352035,4/24/2016,3490,2.16,0,0.00,0.00,2.16,0,0,164,704,1401,100.00,0.00,0.00,164,100.00,0.00
2026352035,4/25/2016,6017,3.73,0,0.00,0.00,3.73,0,0,260,821,1576,100.00,0.00,0.00,260,100.00,0.00
2026352035,4/26/2016,5933,3.68,0,0.00,0.00,3.68,0,0,288,1018,1595,100.00,0.00,0.00,288,100.00,0.00
2026352035,4/27/2016,6088,3.77,0,0.00,0.00,3.77,0,0,286,586,1593,100.00,0.00,0.00,286,100.00,0.00
2026352035,4/28/2016,6375,3.95,0,0.00,0.00,3.95,0,0,331,626,1649,100.00,0.00,0.00,331,100.00,0.00
2026352035,4/29/2016,7604,4.71,0,0.00,0.00,4.71,0,0,352,492,1692,100.00,0.00,0.00,352,100.00,0.00
2026352035,4/30/2016,4729,2.93,0,0.00,0.00,2.93,0,0,233,594,1506,100.00,0.00,0.00,233,100.00,0.00
2026352035,5/1/2016,3609,2.28,0,0.00,0.00,2.28,0,0,191,716,1447,100.00,0.00,0.00,191,100.00,0.00
2026352035,5/2/2016,7018,4.35,0,0.00,0.00,4.35,0,0,355,716,1690,100.00,0.00,0.00,355,100.00,0.00
2026352035,5/3/2016,5992,3.72,0,0.00,0.00,3.72,0,0,304,981,1604,100.00,0.00,0.00,304,100.00,0.00
2026352035,5/4/2016,6564,4.07,0,0.00,0.00,4.07,0,0,345,530,1658,100.00,0.00,0.00,345,100.00,0.00
2026352035,5/5/2016,12167,7.54,0,0.00,0.00,7.54,0,0,475,479,1926,100.00,0.00,0.00,475,100.00,0.00
2026352035,5/6/2016,8198,5.08,0,0.00,0.00,5.08,0,0,383,511,1736,100.00,0.00,0.00,383,100.00,0.00
2026352035,5/7/2016,4193,2.60,0,0.00,0.00,2.60,0,0,229,665,1491,100.00,0.00,0.00,229,100.00,0.00
2026352035,5/8/2016,5528,3.45,0,0.00,0.00,3.45,0,0,258,610,1555,100.00,0.00,0.00,258,100.00,0.00
2026352035,5/9/2016,10685,6.62,0,0.00,0.00,6.60,0,0,401,543,1869,99.70,0.00,0.00,401,100.00,0.00
2026352035,5/10/2016,254,0.16,0,0.00,0.00,0.16,0,0,17,1002,1141,100.00,0.00,0.00,17,100.00,0.00
2026352035,5/11/2016,8580,5.32,0,0.00,0.00,5.32,0,0,330,569,1698,100.00,0.00,0.00,330,100.00,0.00
2026352035,5/12/2016,8891,5.51,0,0.00,0.00,5.51,0,0,343,330,1364,100.00,0.00,0.00,343,100.00,0.00
2320127002,4/12/2016,10725,7.49,0,1.17,0.31,6.01,13,9,306,1112,2124,80.24,4.14,15.62,328,93.29,3.96
2320127002,4/13/2016,7275,4.90,0,0.00,0.00,4.90,0,0,335,1105,2003,100.00,0.00,0.00,335,100.00,0.00
2320127002,4/14/2016,3973,2.68,0,0.00,0.00,2.68,0,0,191,1249,1696,100.00,0.00,0.00,191,100.00,0.00
2320127002,4/15/2016,5205,3.51,0,0.00,0.00,3.51,0,0,245,1195,1801,100.00,0.00,0.00,245,100.00,0.00
2320127002,4/16/2016,5057,3.41,0,0.00,0.00,3.40,0,0,195,1245,1724,99.71,0.00,0.00,195,100.00,0.00
2320127002,4/17/2016,6198,4.18,0,0.00,0.00,4.18,0,0,249,1191,1852,100.00,0.00,0.00,249,100.00,0.00
2320127002,4/18/2016,6559,4.42,0,0.00,0.26,4.14,0,7,260,1173,1905,93.67,5.88,0.00,267,97.38,0.00
2320127002,4/19/2016,5997,4.04,0,0.00,0.38,3.66,0,11,228,1201,1811,90.59,9.41,0.00,239,95.40,0.00
2320127002,4/20/2016,7192,4.85,0,0.00,0.49,4.34,0,11,283,1146,1922,89.48,10.10,0.00,294,96.26,0.00
2320127002,4/21/2016,3404,2.29,0,0.06,0.42,1.81,1,10,127,1302,1610,79.04,18.34,2.62,138,92.03,0.72
2320127002,4/22/2016,5583,3.76,0,0.00,0.00,3.76,0,0,266,1174,1851,100.00,0.00,0.00,266,100.00,0.00
2320127002,4/23/2016,5079,3.42,0,0.00,0.00,3.42,0,0,242,1129,1804,100.00,0.00,0.00,242,100.00,0.00
2320127002,4/24/2016,4165,2.81,0,0.00,0.00,2.80,0,0,204,1236,1725,99.64,0.00,0.00,204,100.00,0.00
2320127002,4/25/2016,3588,2.42,0,0.23,0.20,1.99,3,5,152,1280,1654,82.23,8.26,9.50,160,95.00,1.88
2320127002,4/26/2016,3409,2.30,0,0.00,0.00,2.30,0,0,147,1293,1632,100.00,0.00,0.00,147,100.00,0.00
2320127002,4/27/2016,1715,1.16,0,0.00,0.00,1.16,0,0,82,1358,1481,100.00,0.00,0.00,82,100.00,0.00
2320127002,4/28/2016,1532,1.03,0,0.00,0.00,1.03,0,0,76,1364,1473,100.00,0.00,0.00,76,100.00,0.00
2320127002,4/29/2016,924,0.62,0,0.00,0.00,0.62,0,0,45,1395,1410,100.00,0.00,0.00,45,100.00,0.00
2320127002,4/30/2016,4571,3.08,0,0.00,0.00,3.07,0,0,234,1206,1779,99.68,0.00,0.00,234,100.00,0.00
2320127002,5/1/2016,772,0.52,0,0.00,0.00,0.52,0,0,40,1400,1403,100.00,0.00,0.00,40,100.00,0.00
2320127002,5/2/2016,3634,2.45,0,0.36,0.21,1.88,5,6,123,1306,1613,76.73,8.57,14.69,134,91.79,3.73
2320127002,5/3/2016,7443,5.02,0,1.49,0.37,3.16,20,10,206,1204,1878,62.95,7.37,29.68,236,87.29,8.47
2320127002,5/4/2016,1201,0.81,0,0.00,0.00,0.81,0,0,52,1388,1426,100.00,0.00,0.00,52,100.00,0.00
2320127002,5/5/2016,5202,3.51,0,0.00,0.39,3.11,0,11,223,1206,1780,88.60,11.11,0.00,234,95.30,0.00
2320127002,5/6/2016,4878,3.29,0,0.00,0.00,3.29,0,0,204,1236,1742,100.00,0.00,0.00,204,100.00,0.00
2320127002,5/7/2016,7379,4.97,0,0.00,0.00,4.97,0,0,319,1121,1972,100.00,0.00,0.00,319,100.00,0.00
2320127002,5/8/2016,5161,3.48,0,0.00,0.00,3.47,0,0,247,1193,1821,99.71,0.00,0.00,247,100.00,0.00
2320127002,5/9/2016,3090,2.08,0,0.00,0.00,2.08,0,0,145,1295,1630,100.00,0.00,0.00,145,100.00,0.00
2320127002,5/10/2016,6227,4.20,0,0.00,0.00,4.20,0,0,290,1150,1899,100.00,0.00,0.00,290,100.00,0.00
2320127002,5/11/2016,6424,4.33,0,0.00,0.00,4.33,0,0,300,1140,1903,100.00,0.00,0.00,300,100.00,0.00
2320127002,5/12/2016,2661,1.79,0,0.00,0.00,1.79,0,0,128,830,1125,100.00,0.00,0.00,128,100.00,0.00
2347167796,4/12/2016,10113,6.83,0,2.00,0.62,4.20,28,13,320,964,2344,61.49,9.08,29.28,361,88.64,7.76
2347167796,4/13/2016,10352,7.01,0,1.66,1.94,3.41,19,32,195,676,2038,48.64,27.67,23.68,246,79.27,7.72
2347167796,4/14/2016,10129,6.70,0,0.02,2.74,3.94,1,48,206,705,2010,58.81,40.90,0.30,255,80.78,0.39
2347167796,4/15/2016,10465,6.92,0,0.07,1.42,5.43,1,24,284,720,2133,78.47,20.52,1.01,309,91.91,0.32
2347167796,4/16/2016,22244,15.08,0,5.45,4.10,5.53,66,72,268,968,2670,36.67,27.19,36.14,406,66.01,16.26
2347167796,4/17/2016,5472,3.62,0,0.08,0.28,3.26,1,7,249,508,1882,90.06,7.73,2.21,257,96.89,0.39
2347167796,4/18/2016,8247,5.45,0,0.79,0.86,3.79,11,16,206,678,1944,69.54,15.78,14.50,233,88.41,4.72
2347167796,4/19/2016,6711,4.44,0,0.00,0.00,4.44,0,7,382,648,2346,100.00,0.00,0.00,389,98.20,0.00
2347167796,4/20/2016,10999,7.27,0,0.68,1.81,4.78,11,43,269,1011,2198,65.75,24.90,9.35,323,83.28,3.41
2347167796,4/21/2016,10080,6.75,0,1.85,1.53,3.38,23,26,208,761,2048,50.07,22.67,27.41,257,80.93,8.95
2347167796,4/22/2016,7804,5.16,0,0.56,1.68,2.92,9,27,206,781,1946,56.59,32.56,10.85,242,85.12,3.72
2347167796,4/23/2016,16901,11.37,0,2.78,1.45,7.15,32,35,360,591,2629,62.88,12.75,24.45,427,84.31,7.49
2347167796,4/24/2016,9471,6.26,0,0.00,0.00,6.26,0,0,360,584,2187,100.00,0.00,0.00,360,100.00,0.00
2347167796,4/25/2016,9482,6.38,0,1.27,0.52,4.60,15,11,277,653,2095,72.10,8.15,19.91,303,91.42,4.95
2347167796,4/26/2016,5980,3.95,0,0.00,0.00,3.95,0,0,227,732,1861,100.00,0.00,0.00,227,100.00,0.00
2347167796,4/27/2016,11423,7.58,0,1.86,0.40,5.32,26,9,295,623,2194,70.18,5.28,24.54,330,89.39,7.88
2347167796,4/28/2016,5439,3.60,0,0.00,0.00,3.60,0,0,229,764,1854,100.00,0.00,0.00,229,100.00,0.00
2347167796,4/29/2016,42,0.03,0,0.00,0.00,0.03,0,0,4,2,403,100.00,0.00,0.00,4,100.00,0.00
2873212765,4/12/2016,8796,5.91,0,0.11,0.93,4.88,2,21,356,1061,1982,82.57,15.74,1.86,379,93.93,0.53
2873212765,4/13/2016,7618,5.12,0,0.00,0.22,4.88,0,8,404,1028,2004,95.31,4.30,0.00,412,98.06,0.00
2873212765,4/14/2016,7910,5.32,0,0.00,0.00,5.32,0,0,331,1109,1893,100.00,0.00,0.00,331,100.00,0.00
2873212765,4/15/2016,8482,5.70,0,0.00,0.00,5.69,0,0,448,992,2063,99.82,0.00,0.00,448,100.00,0.00
2873212765,4/16/2016,9685,6.65,0,3.11,0.02,3.51,47,1,305,1087,2148,52.78,0.30,46.77,353,86.40,13.31
2873212765,4/17/2016,2524,1.70,0,0.00,0.35,1.34,0,8,160,1272,1529,78.82,20.59,0.00,168,95.24,0.00
2873212765,4/18/2016,7762,5.24,0,0.07,0.28,4.89,1,6,311,1122,1890,93.32,5.34,1.34,318,97.80,0.31
2873212765,4/19/2016,7948,5.37,0,0.00,0.00,5.36,0,0,389,1051,1956,99.81,0.00,0.00,389,100.00,0.00
2873212765,4/20/2016,9202,6.30,0,1.51,0.12,4.66,22,5,378,1035,2094,73.97,1.90,23.97,405,93.33,5.43
2873212765,4/21/2016,8859,5.98,0,0.13,0.37,5.47,2,10,371,1057,1970,91.47,6.19,2.17,383,96.87,0.52
2873212765,4/22/2016,7286,4.90,0,0.46,0.00,4.42,46,0,366,1028,2241,90.20,0.00,9.39,412,88.83,11.17
2873212765,4/23/2016,9317,6.35,0,2.09,0.23,4.02,28,5,330,1077,2021,63.31,3.62,32.91,363,90.91,7.71
2873212765,4/24/2016,6873,4.68,0,3.00,0.06,1.62,46,1,190,1203,1898,34.62,1.28,64.10,237,80.17,19.41
2873212765,4/25/2016,7373,4.95,0,0.00,0.00,4.95,0,0,359,1081,1907,100.00,0.00,0.00,359,100.00,0.00
2873212765,4/26/2016,8242,5.54,0,0.12,0.18,5.24,2,5,309,1124,1882,94.58,3.25,2.17,316,97.78,0.63
2873212765,4/27/2016,3516,2.36,0,0.00,0.00,2.36,46,0,197,1197,1966,100.00,0.00,0.00,243,81.07,18.93
2873212765,4/28/2016,7913,5.41,0,2.16,0.34,2.91,28,7,213,1192,1835,53.79,6.28,39.93,248,85.89,11.29
2873212765,4/29/2016,7365,4.95,0,1.36,1.41,2.18,20,23,206,1191,1780,44.04,28.48,27.47,249,82.73,8.03
2873212765,4/30/2016,8452,5.68,0,0.33,1.08,4.26,5,20,248,1167,1830,75.00,19.01,5.81,273,90.84,1.83
2873212765,5/1/2016,7399,4.97,0,0.49,1.04,3.44,7,18,196,1219,1739,69.22,20.93,9.86,221,88.69,3.17
2873212765,5/2/2016,7525,5.06,0,0.00,0.21,4.83,0,7,334,1099,1878,95.45,4.15,0.00,341,97.95,0.00
2873212765,5/3/2016,7412,4.98,0,0.06,0.25,4.66,1,6,363,1070,1906,93.57,5.02,1.20,370,98.11,0.27
2873212765,5/4/2016,8278,5.56,0,0.00,0.00,5.56,0,0,420,1020,2015,100.00,0.00,0.00,420,100.00,0.00
2873212765,5/5/2016,8314,5.61,0,0.78,0.80,4.03,13,23,311,1093,1971,71.84,14.26,13.90,347,89.63,3.75
2873212765,5/6/2016,7063,4.75,0,0.00,0.12,4.61,0,5,370,1065,1910,97.05,2.53,0.00,375,98.67,0.00
2873212765,5/7/2016,4940,3.38,0,2.28,0.55,0.55,75,11,52,1302,1897,16.27,16.27,67.46,138,37.68,54.35
2873212765,5/8/2016,8168,5.54,0,2.90,0.00,2.64,46,0,326,1068,2096,47.65,0.00,52.35,372,87.63,12.37
2873212765,5/9/2016,7726,5.19,0,0.00,0.00,5.19,0,0,345,1095,1906,100.00,0.00,0.00,345,100.00,0.00
2873212765,5/10/2016,8275,5.56,0,0.00,0.00,5.55,0,0,373,1067,1962,99.82,0.00,0.00,373,100.00,0.00
2873212765,5/11/2016,6440,4.33,0,0.00,0.00,4.32,0,0,319,1121,1826,99.77,0.00,0.00,319,100.00,0.00
2873212765,5/12/2016,7566,5.11,0,0.00,0.00,5.11,0,0,268,720,1431,100.00,0.00,0.00,268,100.00,0.00
3372868164,4/12/2016,4747,3.24,0,0.00,0.00,3.23,0,0,280,1160,1788,99.69,0.00,0.00,280,100.00,0.00
3372868164,4/13/2016,9715,6.63,0,0.99,0.34,5.27,16,8,371,1045,2093,79.49,5.13,14.93,395,93.92,4.05
3372868164,4/14/2016,8844,6.03,0,0.34,1.03,4.65,6,25,370,1039,2065,77.11,17.08,5.64,401,92.27,1.50
3372868164,4/15/2016,7451,5.08,0,0.00,0.00,5.06,0,0,335,1105,1908,99.61,0.00,0.00,335,100.00,0.00
3372868164,4/16/2016,6905,4.73,0,0.00,0.00,4.70,0,0,356,1084,1908,99.37,0.00,0.00,356,100.00,0.00
3372868164,4/17/2016,8199,5.88,0,1.41,0.10,4.36,11,2,322,1105,1964,74.15,1.70,23.98,335,96.12,3.28
3372868164,4/18/2016,6798,4.64,0,1.08,0.20,3.35,20,7,343,1070,2014,72.20,4.31,23.28,370,92.70,5.41
3372868164,4/19/2016,7711,5.26,0,0.00,0.00,5.24,0,0,376,1064,1985,99.62,0.00,0.00,376,100.00,0.00
3372868164,4/20/2016,4880,3.33,0,0.84,0.09,2.38,15,3,274,1148,1867,71.47,2.70,25.23,292,93.84,5.14
3372868164,4/21/2016,8857,6.07,0,1.15,0.26,4.64,18,9,376,1037,2124,76.44,4.28,18.95,403,93.30,4.47
3372868164,4/22/2016,3843,2.62,0,0.00,0.00,2.61,0,0,206,1234,1669,99.62,0.00,0.00,206,100.00,0.00
3372868164,4/23/2016,7396,5.07,0,1.40,0.08,3.58,20,2,303,1115,1995,70.61,1.58,27.61,325,93.23,6.15
3372868164,4/24/2016,6731,4.59,0,0.89,0.19,3.49,14,7,292,1127,1921,76.03,4.14,19.39,313,93.29,4.47
3372868164,4/25/2016,5995,4.09,0,0.00,0.00,4.09,0,0,416,1024,2010,100.00,0.00,0.00,416,100.00,0.00
3372868164,4/26/2016,8283,5.79,0,1.85,0.05,3.87,22,2,333,1083,2057,66.84,0.86,31.95,357,93.28,6.16
3372868164,4/27/2016,7904,5.42,0,1.58,0.63,3.19,24,13,346,1057,2095,58.86,11.62,29.15,383,90.34,6.27
3372868164,4/28/2016,5512,3.76,0,0.00,0.00,3.76,0,0,385,1055,1972,100.00,0.00,0.00,385,100.00,0.00
3372868164,4/29/2016,9135,6.23,0,0.00,0.00,6.22,0,0,402,1038,2044,99.84,0.00,0.00,402,100.00,0.00
3372868164,4/30/2016,5250,3.58,0,1.06,0.09,2.42,17,4,300,1119,1946,67.60,2.51,29.61,321,93.46,5.30
3372868164,5/1/2016,3077,2.10,0,0.00,0.00,2.09,0,0,172,842,1237,99.52,0.00,0.00,172,100.00,0.00
3977333714,4/12/2016,8856,5.98,0,3.06,0.91,2.01,44,19,131,777,1450,33.61,15.22,51.17,194,67.53,22.68
3977333714,4/13/2016,10035,6.71,0,2.03,2.13,2.55,31,46,153,754,1495,38.00,31.74,30.25,230,66.52,13.48
3977333714,4/14/2016,7641,5.11,0,0.32,0.97,3.82,5,23,214,801,1433,74.76,18.98,6.26,242,88.43,2.07
3977333714,4/15/2016,9010,6.06,0,1.05,1.75,3.26,15,42,183,644,1468,53.80,28.88,17.33,240,76.25,6.25
3977333714,4/16/2016,13459,9.00,0,2.03,4.00,2.97,31,83,153,663,1625,33.00,44.44,22.56,267,57.30,11.61
3977333714,4/17/2016,10415,6.97,0,0.70,2.35,3.92,11,58,205,600,1529,56.24,33.72,10.04,274,74.82,4.01
3977333714,4/18/2016,11663,7.80,0,0.25,3.73,3.82,4,95,214,605,1584,48.97,47.82,3.21,313,68.37,1.28
3977333714,4/19/2016,12414,8.78,0,2.24,2.45,3.96,19,67,221,738,1638,45.10,27.90,25.51,307,71.99,6.19
3977333714,4/20/2016,11658,7.83,0,0.20,4.35,3.28,2,98,164,845,1554,41.89,55.56,2.55,264,62.12,0.76
3977333714,4/21/2016,6093,4.08,0,0.00,0.00,4.06,0,0,242,712,1397,99.51,0.00,0.00,242,100.00,0.00
3977333714,4/22/2016,8911,5.96,0,2.33,0.58,3.06,33,12,188,731,1481,51.34,9.73,39.09,233,80.69,14.16
3977333714,4/23/2016,12058,8.07,0,0.00,4.22,3.85,0,92,252,724,1638,47.71,52.29,0.00,344,73.26,0.00
3977333714,4/24/2016,14112,10.00,0,3.27,4.56,2.17,30,95,129,660,1655,21.70,45.60,32.70,254,50.79,11.81
3977333714,4/25/2016,11177,8.48,0,5.62,0.43,2.41,50,9,133,781,1570,28.42,5.07,66.27,192,69.27,26.04
3977333714,4/26/2016,11388,7.62,0,0.45,4.22,2.95,7,95,170,797,1551,38.71,55.38,5.91,272,62.50,2.57
3977333714,4/27/2016,7193,5.04,0,0.00,0.42,4.62,0,10,176,714,1377,91.67,8.33,0.00,186,94.62,0.00
3977333714,4/28/2016,7114,4.88,0,1.37,0.29,3.22,15,8,190,804,1407,65.98,5.94,28.07,213,89.20,7.04
3977333714,4/29/2016,10645,7.75,0,3.74,1.30,2.71,36,32,150,744,1545,34.97,16.77,48.26,218,68.81,16.51
3977333714,4/30/2016,13238,9.20,0,3.69,2.10,3.41,43,52,194,687,1650,37.07,22.83,40.11,289,67.13,14.88
3977333714,5/1/2016,10414,7.07,0,2.67,1.98,2.41,41,40,124,691,1501,34.09,28.01,37.77,205,60.49,20.00
3977333714,5/2/2016,16520,11.05,0,1.54,6.48,3.02,24,143,176,713,1760,27.33,58.64,13.94,343,51.31,7.00
3977333714,5/3/2016,14335,9.59,0,3.32,1.74,4.53,47,41,258,594,1710,47.24,18.14,34.62,346,74.57,13.58
3977333714,5/4/2016,13559,9.44,0,1.81,4.58,2.89,14,96,142,852,1628,30.61,48.52,19.17,252,56.35,5.56
3977333714,5/5/2016,12312,8.58,0,1.76,4.11,2.71,14,88,178,680,1618,31.59,47.90,20.51,280,63.57,5.00
3977333714,5/6/2016,11677,8.28,0,3.11,2.51,2.67,29,55,168,676,1590,32.25,30.31,37.56,252,66.67,11.51
3977333714,5/7/2016,11550,7.73,0,0.00,4.13,3.59,0,86,208,703,1574,46.44,53.43,0.00,294,70.75,0.00
3977333714,5/8/2016,13585,9.09,0,0.68,5.24,3.17,9,116,171,688,1633,34.87,57.65,7.48,296,57.77,3.04
3977333714,5/9/2016,14687,10.08,0,0.77,5.60,3.55,8,122,151,1159,1667,35.22,55.56,7.64,281,53.74,2.85
3977333714,5/10/2016,13072,8.78,0,0.07,5.40,3.31,1,115,196,676,1630,37.70,61.50,0.80,312,62.82,0.32
3977333714,5/11/2016,746,0.50,0,0.37,0.00,0.13,4,0,9,13,52,26.00,0.00,74.00,13,69.23,30.77
4020332650,4/12/2016,8539,6.12,0,0.15,0.24,5.68,4,15,331,712,3654,92.81,3.92,2.45,350,94.57,1.14
4020332650,4/14/2016,108,0.08,0,0.00,0.00,0.03,0,0,3,1437,2011,37.50,0.00,0.00,3,100.00,0.00
4020332650,4/15/2016,1882,1.35,0,0.21,0.36,0.77,36,18,87,1299,2951,57.04,26.67,15.56,141,61.70,25.53
4020332650,4/16/2016,1982,1.42,0,0.45,0.37,0.59,65,21,55,1222,3051,41.55,26.06,31.69,141,39.01,46.10
4020332650,4/17/2016,16,0.01,0,0.00,0.00,0.01,0,0,2,1438,1990,100.00,0.00,0.00,2,100.00,0.00
4020332650,4/18/2016,62,0.04,0,0.00,0.00,0.04,0,0,2,1438,1995,100.00,0.00,0.00,2,100.00,0.00
4020332650,5/2/2016,475,0.34,0,0.00,0.04,0.29,0,11,31,1350,2207,85.29,11.76,0.00,42,73.81,0.00
4020332650,5/3/2016,4496,3.22,0,0.00,0.00,3.15,0,0,174,950,2828,97.83,0.00,0.00,174,100.00,0.00
4020332650,5/4/2016,10252,7.35,0,0.67,1.04,5.58,13,46,346,531,3879,75.92,14.15,9.12,405,85.43,3.21
4020332650,5/5/2016,11728,8.43,0,2.62,1.68,4.04,38,42,196,916,3429,47.92,19.93,31.08,276,71.01,13.77
4020332650,5/6/2016,4369,3.13,0,0.00,0.00,3.10,0,0,177,855,2704,99.04,0.00,0.00,177,100.00,0.00
4020332650,5/7/2016,6132,4.40,0,0.00,0.00,3.58,0,0,184,1256,2975,81.36,0.00,0.00,184,100.00,0.00
4020332650,5/8/2016,5862,4.20,0,0.00,0.00,4.15,0,0,263,775,3089,98.81,0.00,0.00,263,100.00,0.00
4020332650,5/9/2016,4556,3.27,0,0.20,0.12,2.94,3,5,173,1225,2785,89.91,3.67,6.12,181,95.58,1.66
4020332650,5/10/2016,5546,3.98,0,0.00,0.00,3.87,0,0,206,774,2926,97.24,0.00,0.00,206,100.00,0.00
4020332650,5/11/2016,3689,2.65,0,0.11,0.17,2.33,2,8,134,1296,2645,87.92,6.42,4.15,144,93.06,1.39
4020332650,5/12/2016,590,0.42,0,0.00,0.00,0.41,0,0,21,721,1120,97.62,0.00,0.00,21,100.00,0.00
4057192912,4/12/2016,5394,4.03,0,0.00,0.00,3.94,0,0,164,1276,2286,97.77,0.00,0.00,164,100.00,0.00
4057192912,4/13/2016,5974,4.47,0,0.00,0.00,4.37,0,0,160,1280,2306,97.76,0.00,0.00,160,100.00,0.00
4057192912,4/15/2016,3984,2.95,0,0.21,0.26,2.44,3,6,88,873,1527,82.71,8.81,7.12,97,90.72,3.09
4319703577,4/13/2016,8204,5.50,0,0.53,0.59,1.31,8,15,96,1234,2135,23.82,10.73,9.64,119,80.67,6.72
